x0,y0,z0,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28
0.6364372968673706,0.2194554805755615,-0.2272856533527374,0.6836197972297668,0.3081602454185486,-0.058028295636177,0.6012973785400391,0.3199765384197235,-0.0696151331067085,0.6968652009963989,0.4142933487892151,-0.058360006660223,0.5940276384353638,0.4233224987983703,-0.0658429861068725,0.7002646923065186,0.5159546136856079,-0.1873728185892105,0.5921270847320557,0.5183770060539246,-0.1769896149635315,0.5383543968200684,-0.1896731406450271,0.6660992503166199,0.5200065970420837,0.0115416599437594,0.6177890300750732,0.5196515321731567,-0.0116176325827836,0.6666051745414734,0.6791257262229919,0.0175121054053306,0.614664614200592,0.6793615818023682,-0.0156542118638753,0.6729164719581604,0.8295251131057739,0.1398888230323791,0.6078150868415833
0.6364315152168274,0.2193856835365295,-0.255777508020401,0.6837963461875916,0.3081857562065124,-0.0668847188353538,0.6012856364250183,0.3199748694896698,-0.0893668010830879,0.6967936158180237,0.415492445230484,-0.0477578304708004,0.5940501093864441,0.4249380826950073,-0.0659995153546333,0.7015405893325806,0.515994668006897,-0.1701695919036865,0.5923377275466919,0.5184007287025452,-0.1601807475090026,0.5383922457695007,-0.172320619225502,0.6660560965538025,0.520310640335083,0.0129323732107877,0.6177891492843628,0.5200127959251404,-0.0130338175222277,0.6663278937339783,0.6809577941894531,0.0394212044775486,0.6146336197853088,0.6821634769439697,-0.0145173855125904,0.6732310056686401,0.8295072317123413,0.155555784702301,0.6076885461807251
0.6364304423332214,0.2191803455352783,-0.2606833279132843,0.6839045286178589,0.3082051575183868,-0.069871112704277,0.6012616753578186,0.3199385404586792,-0.0930649042129516,0.6968370676040649,0.415697306394577,-0.0454545505344867,0.5941193103790283,0.4253169596195221,-0.0662293508648872,0.702880859375,0.515919029712677,-0.1677731573581695,0.592589259147644,0.5183350443840027,-0.1580846756696701,0.538388192653656,-0.1703605055809021,0.6660559773445129,0.5203543901443481,0.0135806202888488,0.6178061366081238,0.5201147794723511,-0.0136914374306797,0.6662440896034241,0.6817612051963806,0.041343443095684,0.6145582795143127,0.6837546825408936,-0.0138222845271229,0.6734361052513123,0.8294686675071716,0.1584951728582382,0.607570469379425
0.636413037776947,0.2187623977661132,-0.2571427226066589,0.6840944886207581,0.3084018528461456,-0.0691308677196502,0.6012575626373291,0.3198980689048767,-0.0911947712302208,0.6970767974853516,0.4157782196998596,-0.0434767268598079,0.5942308902740479,0.4253016114234924,-0.0662286505103111,0.7044332027435303,0.5156610012054443,-0.1636866480112075,0.5927109122276306,0.5181295871734619,-0.157931238412857,0.538333535194397,-0.1702867299318313,0.6660661697387695,0.5207352638244629,0.0137223955243825,0.6178416609764099,0.5203949213027954,-0.0138352382928133,0.6661832332611084,0.6821573376655579,0.0417013503611087,0.6145532727241516,0.684425950050354,-0.0130543978884816,0.6736425161361694,0.8294636011123657,0.1561522334814071,0.607530415058136
0.6363834142684937,0.2185501307249069,-0.2588222324848175,0.6841813325881958,0.3084329664707184,-0.0691682249307632,0.6012988686561584,0.3198307156562805,-0.0916320979595184,0.6973601579666138,0.4157753586769104,-0.0430299676954746,0.5942351818084717,0.4252969026565552,-0.0663188621401786,0.705443799495697,0.5156601667404175,-0.1639862060546875,0.592917263507843,0.5180731415748596,-0.1584576815366745,0.53831946849823,-0.1707769185304641,0.6661731004714966,0.5208300948143005,0.0139078488573431,0.6179678440093994,0.5204283595085144,-0.0140220914036035,0.6659862399101257,0.6826862692832947,0.0402943007647991,0.6145544052124023,0.6850078701972961,-0.0125955138355493,0.6737796068191528,0.8294417262077332,0.1551122516393661,0.607446551322937
0.6363796591758728,0.2183927595615387,-0.2560091316699981,0.6842969655990601,0.308479905128479,-0.0683595314621925,0.6013391613960266,0.3194528818130493,-0.0900721475481987,0.6976682543754578,0.415901631116867,-0.0381790585815906,0.5943273901939392,0.4250519275665283,-0.0650887489318847,0.7060214281082153,0.5158796906471252,-0.1544378846883773,0.5930601954460144,0.51776123046875,-0.154181569814682,0.5382148027420044,-0.1664169877767563,0.666244626045227,0.5208647847175598,0.0140491975471377,0.6180678009986877,0.5204644203186035,-0.0141622396185994,0.6658186316490173,0.6828776597976685,0.0405806973576545,0.614557683467865,0.6851552128791809,-0.012845647521317,0.673805832862854,0.8294163942337036,0.1541719287633896,0.6073440909385681
0.6363840103149414,0.2183742374181747,-0.2578190863132477,0.6846833825111389,0.3084602653980255,-0.0681050866842269,0.6014125347137451,0.319179356098175,-0.0903562530875206,0.698022723197937,0.4159010946750641,-0.0388425067067146,0.5943518280982971,0.4249791204929352,-0.0645123869180679,0.7062494158744812,0.5158961415290833,-0.158034935593605,0.5932595729827881,0.5176147222518921,-0.153788074851036,0.5381667017936707,-0.1659702956676483,0.6665071249008179,0.5208997130393982,0.014029680751264,0.6182410717010498,0.5205499529838562,-0.014141391031444,0.6656377911567688,0.683078944683075,0.0418614856898784,0.614609956741333,0.6853719353675842,-0.0128984963521361,0.6738325953483582,0.8293958306312561,0.156145304441452,0.6072486042976379
0.6364569067955017,0.2182790488004684,-0.2572138011455536,0.6851765513420105,0.3084602057933807,-0.0650978833436966,0.6015799045562744,0.3187860548496246,-0.089890219271183,0.6981740593910217,0.4158564209938049,-0.0391065552830696,0.5943668484687805,0.4248724579811096,-0.0630479827523231,0.7062960863113403,0.5158091187477112,-0.1613716781139373,0.5934174060821533,0.5173544883728027,-0.1541871875524521,0.5380538105964661,-0.1663746684789657,0.6667985916137695,0.520978569984436,0.0141188623383641,0.6184597015380859,0.5206844210624695,-0.0142269432544708,0.6656338572502136,0.6830604672431946,0.0445570684969425,0.6146595478057861,0.6854332089424133,-0.0139687918126583,0.6738392114639282,0.8291735649108887,0.1584679186344146,0.6071258187294006
0.6364668011665344,0.2182279825210571,-0.2443289756774902,0.6854808926582336,0.3084214627742767,-0.0589608550071716,0.6018469333648682,0.3186006247997284,-0.0772838294506073,0.6983444094657898,0.4158262908458709,-0.0393439009785652,0.5944410562515259,0.4248104095458984,-0.0553762763738632,0.706159234046936,0.5158063173294067,-0.1641663610935211,0.5936155915260315,0.5172966718673706,-0.1521746516227722,0.5380280017852783,-0.164360761642456,0.6671944260597229,0.5211819410324097,0.0137314666062593,0.6187805533409119,0.5209214091300964,-0.0138290971517562,0.6656506061553955,0.6831170320510864,0.0423573330044746,0.6147152185440063,0.6856862902641296,-0.015306512825191,0.673842191696167,0.8290959596633911,0.1590812057256698,0.6070255637168884
0.6364659667015076,0.2182006984949112,-0.243253007531166,0.6858466267585754,0.3082606792449951,-0.0595342479646205,0.6021025776863098,0.3185063898563385,-0.0764013826847076,0.698391854763031,0.4158764183521271,-0.0398394986987113,0.5947055220603943,0.4248037338256836,-0.0546954497694969,0.7060434222221375,0.517387866973877,-0.165132075548172,0.5936852097511292,0.5170319676399231,-0.1508052349090576,0.5379345417022705,-0.1630104333162307,0.6672151684761047,0.5212942957878113,0.0136099765077233,0.6188420653343201,0.5209334492683411,-0.0137084433808922,0.6657232642173767,0.6831297874450684,0.0412426590919494,0.6147711873054504,0.685646653175354,-0.0159354042261838,0.6738540530204773,0.8289544582366943,0.1602823287248611,0.6070019006729126
